"Accession"	"Species"	"Length"	"Sequence_Type"	"Host"	"Collection_Date"	"Country.1"	"Country.2"
"1226"	"LM645036"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2010"	Greenland	
"1227"	"LM645037"	"Rabies lyssavirus"	11920	"GenBank"	"Vulpes lagopus"	"2008"	Greenland	
"1228"	"LM645038"	"Rabies lyssavirus"	11908	"GenBank"	"Vulpes lagopus"	"2009"	Greenland	
"1229"	"LM645039"	"Rabies lyssavirus"	11907	"GenBank"	"Ovis aries"	"2009"	Greenland	
"1230"	"LM645040"	"Rabies lyssavirus"	11917	"GenBank"	"Ovis aries"	"2009"	Greenland	
"1231"	"LM645041"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2008"	Greenland	
"1232"	"LM645042"	"Rabies lyssavirus"	11893	"GenBank"	"Vulpes lagopus"	"2009"	Greenland	
"1233"	"LM645043"	"Rabies lyssavirus"	11908	"GenBank"	"Vulpes lagopus"	"2010"	Greenland	
"1234"	"LM645044"	"Rabies lyssavirus"	11929	"GenBank"	"Ovis aries"	"2011"	Greenland	
"1235"	"LM645045"	"Rabies lyssavirus"	11919	"GenBank"	"Vulpes lagopus"	"2007"	Greenland	
"1236"	"LM645046"	"Rabies lyssavirus"	11928	"GenBank"	"Felis catus"	"2006"	Greenland	
"1237"	"LM645047"	"Rabies lyssavirus"	11920	"GenBank"	"Vulpes lagopus"	"2008"	Greenland	
"1238"	"LM645048"	"Rabies lyssavirus"	11915	"GenBank"	"Vulpes lagopus"	"2005"	Greenland	
"1239"	"LM645049"	"Rabies lyssavirus"	11918	"GenBank"	"Vulpes lagopus"	"2007"	Greenland	
"1240"	"LM645050"	"Rabies lyssavirus"	11909	"GenBank"	"Vulpes lagopus"	"2007"	Greenland	
"1241"	"LM645051"	"Rabies lyssavirus"	11919	"GenBank"	"Vulpes lagopus"	"2007"	Greenland	
"1242"	"LM645052"	"Rabies lyssavirus"	11928	"GenBank"	"Vulpes lagopus"	"2006"	Greenland	
"1243"	"LM645053"	"Rabies lyssavirus"	11921	"GenBank"	"Vulpes lagopus"	"2007"	Greenland	
"1244"	"LM645054"	"Rabies lyssavirus"	11922	"GenBank"	"Ovis aries"	"2007"	Greenland	
"1245"	"LM645055"	"Rabies lyssavirus"	11907	"GenBank"	"Vulpes lagopus"	"2006"	Greenland	
"1246"	"LM645056"	"Rabies lyssavirus"	11880	"GenBank"	"Vulpes lagopus"	"2008"	Greenland	
"1247"	"KX036361"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1990"	Greenland	
"1248"	"KX036362"	"Rabies lyssavirus"	11901	"GenBank"	"Vulpes lagopus"	"2001"	Greenland	
"1249"	"KX036363"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2002"	Greenland	
"1250"	"KX036364"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2002"	Greenland	
"1251"	"KX036365"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2002"	Greenland	
"1252"	"KX036366"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2002"	Greenland	
"1253"	"KX036367"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2002"	Greenland	
"1254"	"KX148113"	"Rabies lyssavirus"	11802	"GenBank"	"Canidae"	"1991"	Germany	
"1255"	"KX148122"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1991"	Germany	
"1256"	"KX148123"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1991"	Germany	
"1257"	"KX148124"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1991"	Germany	
"1258"	"KX148135"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1991"	Germany	
"1259"	"LN879481"	"Rabies lyssavirus"	11922	"GenBank"	"Vulpes vulpes"	"1998"	Germany	
"1260"	"EU886631"	"Rabies lyssavirus"	11907	"GenBank"	"Vulpes vulpes"	"2001"	Germany	
"1261"	"EU886632"	"Rabies lyssavirus"	11907	"GenBank"	"Vulpes vulpes"	"2002"	Germany	
"1262"	"EU886634"	"Rabies lyssavirus"	11907	"GenBank"	"Vulpes vulpes"	"2004"	Germany	
"1263"	"EU886635"	"Rabies lyssavirus"	11907	"GenBank"	"Vulpes vulpes"	"2005"	Germany	
"1264"	"AY956319"	"Rabies lyssavirus"	11928	"GenBank"	""	""	Germany	
"1265"	"KX148202"	"Rabies lyssavirus"	11804	"GenBank"	"Canis lupus familiaris"	"1995"	Gabon	
"1266"	"KX148100"	"Rabies lyssavirus"	11922	"GenBank"	"Stenodermatinae"	"2009"	French Guiana	
"1267"	"KX148268"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1990"	French Guiana	
"1268"	"KU523255"	"Rabies lyssavirus"	11922	"GenBank"	"Desmodus rotundus"	"2010"	French Guiana	
"1269"	"MG011654"	"Rabies lyssavirus"	11889	"GenBank"	"Homo sapiens"	"2016"	France	
"1270"	"KX148126"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1996"	France	
"1271"	"KX148127"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1991"	France	
"1272"	"KX148128"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1992"	France	
"1273"	"KX148134"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1994"	France	
"1274"	"EU293115"	"Rabies lyssavirus"	11923	"GenBank"	"Canidae"	"1991"	France	
"1275"	"KX148146"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1993"	Finland	
"1276"	"KX148147"	"Rabies lyssavirus"	11801	"GenBank"	"Nyctereutes procyonoides"	"1988"	Finland	
"1277"	"KX148200"	"Rabies lyssavirus"	11807	"GenBank"	"Canis lupus familiaris"	"1988"	Ethiopia	
"1278"	"KP723638"	"Rabies lyssavirus"	11926	"GenBank"	"Canis simensis"	"2014"	Ethiopia	
"1279"	"JQ944709"	"Rabies lyssavirus"	11927	"GenBank"	""	"2008"	Ethiopia	
"1280"	"KX148148"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1992"	Estonia	
"1281"	"KX148149"	"Rabies lyssavirus"	11801	"GenBank"	"Nyctereutes procyonoides"	"1991"	Estonia	
"1282"	"KX148155"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1993"	Estonia	
"1283"	"KX148156"	"Rabies lyssavirus"	11802	"GenBank"	"Nyctereutes procyonoides"	"1991"	Estonia	
"1284"	"KX148157"	"Rabies lyssavirus"	11801	"GenBank"	"Nyctereutes procyonoides"	"1993"	Estonia	
"1285"	"KX148158"	"Rabies lyssavirus"	11801	"GenBank"	"Canidae"	"1993"	Estonia	
"1286"	"KF154997"	"Rabies lyssavirus"	11923	"GenBank"	"Nyctereutes procyonoides"	""	Estonia	
"1287"	"MK760769"	"Rabies lyssavirus"	11723	"GenBank"	"Equus asinus"	"2009"	Egypt	 Wady El- Natroon, El Behira
"1288"	"MK760768"	"Rabies lyssavirus"	11722	"GenBank"	"Canis lupus familiaris"	"2007"	Egypt	 Berket El-Sabea, Menofiya
"1289"	"MK760770"	"Rabies lyssavirus"	11725	"GenBank"	"Canis lupus familiaris"	"2009"	Egypt	 Berket El-Sabea, Menofiya
"1290"	"MG458315"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"1998"	Egypt	
"1291"	"MG458316"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"1998"	Egypt	
"1292"	"MG458317"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"1999"	Egypt	
"1293"	"KX148101"	"Rabies lyssavirus"	11923	"GenBank"	"Homo sapiens"	"1979"	Egypt	
"1294"	"MG458306"	"Rabies lyssavirus"	11924	"GenBank"	"Canidae"	""	Czech Republic	
"1295"	"KX148232"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1992"	Cote d'Ivoire	
"1296"	"KX148233"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1992"	Cote d'Ivoire	
"1297"	"KX148235"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"2001"	Cote d'Ivoire	
"1298"	"GU358653"	"Rabies lyssavirus"	11922	"GenBank"	"Canis lupus familiaris"	"1994"	China	Guangxi
"1299"	"FJ959397"	"Rabies lyssavirus"	11925	"GenBank"	""	"1956"	China	 Zibo, Shandong Province
"1300"	"MN186250"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2018"	China	 Yizhou, Guangxi
"1301"	"KJ466147"	"Rabies lyssavirus"	11924	"GenBank"	""	""	China	 Shenzhen, Guangdong Province
"1302"	"JQ970487"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2009"	China	 Shanxi Province
"1303"	"MN186249"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2018"	China	 Shanglin, Guangxi
"1304"	"GU345748"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2006"	China	 Shanghai
"1305"	"JQ970486"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2007"	China	 Shandong Province
"1306"	"EF564174"	"Rabies lyssavirus"	11923	"GenBank"	"Homo sapiens"	"1956"	China	 Shandong Province
"1307"	"GU345747"	"Rabies lyssavirus"	11908	"GenBank"	"Homo sapiens"	"1986"	China	 Ningxia
"1308"	"DQ875051"	"Rabies lyssavirus"	11863	"GenBank"	""	""	China	 Jilin province
"1309"	"JQ970484"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2009"	China	 Jiangxi Province
"1310"	"JQ970485"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2009"	China	 Jiangxi Province
"1311"	"MN175989"	"Rabies lyssavirus"	11924	"GenBank"	"Bos taurus"	"2019"	China	 Jiangsu Province
"1312"	"JQ970481"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2006"	China	 Jiangsu Province
"1313"	"JQ970482"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2006"	China	 Jiangsu Province
"1314"	"JQ970483"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2008"	China	 Jiangsu Province
"1315"	"MH267792"	"Rabies lyssavirus"	11884	"GenBank"	"Ovis aries"	"2017"	China	 Inner Mongolia
"1316"	"KJ564280"	"Rabies lyssavirus"	11924	"GenBank"	"Dama dama"	"2013"	China	 Inner Mongolia
"1317"	"MF476106"	"Rabies lyssavirus"	11766	"GenBank"	"Homo sapiens"	"2015"	China	 Hunan, Changsha
"1318"	"EU643590"	"Rabies lyssavirus"	11923	"GenBank"	"Homo sapiens"	"2006"	China	 Hunan Province
"1319"	"JQ970480"	"Rabies lyssavirus"	11922	"GenBank"	"Canis lupus familiaris"	"2008"	China	 Hunan Pronivce
"1320"	"KC169986"	"Rabies lyssavirus"	11923	"GenBank"	"Bos taurus"	"2009"	China	 Hengxian, Guangxi
"1321"	"DQ875050"	"Rabies lyssavirus"	11869	"GenBank"	""	""	China	 Henan province
"1322"	"MK689674"	"Rabies lyssavirus"	11770	"GenBank"	"Canis lupus familiaris"	"2017"	China	 Gansu
"1323"	"MK689675"	"Rabies lyssavirus"	11770	"GenBank"	"Canis lupus familiaris"	"2017"	China	 Gansu
"1324"	"MK689676"	"Rabies lyssavirus"	11769	"GenBank"	"Canis lupus familiaris"	"2017"	China	 Gansu
"1325"	"FJ866835"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2008"	China	 Fujian
"1326"	"FJ866836"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2008"	China	 Fujian
"1327"	"KC660078"	"Rabies lyssavirus"	11815	"GenBank"	"Canis sp."	"2012"	China	 Fengtai, Beijing
"1328"	"GU345746"	"Rabies lyssavirus"	11908	"GenBank"	"Canis lupus familiaris"	"1992"	China	 Chongqing
"1329"	"GQ412744"	"Rabies lyssavirus"	11925	"GenBank"	"Canis lupus familiaris"	"1931"	China	 Beijing
"1330"	"MH671332"	"Rabies lyssavirus"	11925	"GenBank"	"Homo sapiens"	"2017"	China	
"1331"	"KY912036"	"Rabies lyssavirus"	11925	"GenBank"	"Bos grunniens"	"2014"	China	
"1332"	"KY952219"	"Rabies lyssavirus"	11928	"GenBank"	"Canis"	"2014"	China	
"1333"	"KY952220"	"Rabies lyssavirus"	11925	"GenBank"	"Canis lupus familiaris"	"2016"	China	
"1334"	"KY964322"	"Rabies lyssavirus"	11926	"GenBank"	"Canis lupus familiaris"	"2016"	China	
"1335"	"KY964323"	"Rabies lyssavirus"	11925	"GenBank"	"Homo sapiens"	"2016"	China	
"1336"	"KY982922"	"Rabies lyssavirus"	11925	"GenBank"	"Canis lupus familiaris"	"2014"	China	
"1337"	"KY982923"	"Rabies lyssavirus"	11928	"GenBank"	"Homo sapiens"	"2012"	China	
"1338"	"KY997452"	"Rabies lyssavirus"	11928	"GenBank"	"Canis lupus familiaris"	"2014"	China	
"1339"	"MK567666"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2013"	China	
"1340"	"MK577649"	"Rabies lyssavirus"	11924	"GenBank"	"Ovis aries"	"2015"	China	
"1341"	"KY175229"	"Rabies lyssavirus"	11927	"GenBank"	"Canis lupus familiaris"	"2012"	China	
"1342"	"KY175230"	"Rabies lyssavirus"	11927	"GenBank"	"Homo sapiens"	"2015"	China	
"1343"	"MG201919"	"Rabies lyssavirus"	11922	"GenBank"	"Canis lupus familiaris"	"2011"	China	
"1344"	"MG201920"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2010"	China	
"1345"	"MG201921"	"Rabies lyssavirus"	11921	"GenBank"	"Canis lupus familiaris"	"2012"	China	
"1346"	"MG201922"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2012"	China	
"1347"	"MG201923"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2003"	China	
"1348"	"MG458321"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	""	China	
"1349"	"KY780299"	"Rabies lyssavirus"	11924	"GenBank"	"Homo sapiens"	"2017"	China	
"1350"	"KY451767"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2015"	China	
"1351"	"KX148264"	"Rabies lyssavirus"	11800	"GenBank"	"Canis lupus familiaris"	"1994"	China	
"1352"	"KX148265"	"Rabies lyssavirus"	11802	"GenBank"	"Canis lupus familiaris"	"1998"	China	
"1353"	"KX148267"	"Rabies lyssavirus"	11805	"GenBank"	"Homo sapiens"	"1992"	China	
"1354"	"KU946961"	"Rabies lyssavirus"	11924	"GenBank"	""	"2009"	China	
"1355"	"KR230089"	"Rabies lyssavirus"	11924	"GenBank"	"Bos taurus"	"2015"	China	
"1356"	"KR230090"	"Rabies lyssavirus"	11924	"GenBank"	"Bos taurus"	"2015"	China	
"1357"	"KM272192"	"Rabies lyssavirus"	11927	"GenBank"	"Canis lupus familiaris"	"2012"	China	
"1358"	"KJ004416"	"Rabies lyssavirus"	11924	"GenBank"	"Homo sapiens"	"2013"	China	
"1359"	"KM016899"	"Rabies lyssavirus"	11923	"GenBank"	"Vulpes vulpes"	"2014"	China	
"1360"	"KC252633"	"Rabies lyssavirus"	11917	"GenBank"	"Bos taurus"	"2011"	China	
"1361"	"KC252634"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2011"	China	
"1362"	"KC977995"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2009"	China	
"1363"	"KF726852"	"Rabies lyssavirus"	11922	"GenBank"	"Melogale moschata"	"2009"	China	
"1364"	"KF726853"	"Rabies lyssavirus"	11924	"GenBank"	"Melogale moschata"	"2010"	China	
"1365"	"KC762941"	"Rabies lyssavirus"	11923	"GenBank"	"Melogale moschata"	"2009"	China	
"1366"	"KC193267"	"Rabies lyssavirus"	11924	"GenBank"	"Bos taurus"	"2011"	China	
"1367"	"JX276550"	"Rabies lyssavirus"	11932	"GenBank"	""	""	China	
"1368"	"JX088694"	"Rabies lyssavirus"	11923	"GenBank"	"Sus scrofa"	""	China	
"1369"	"JQ946087"	"Rabies lyssavirus"	11922	"GenBank"	""	"2011"	China	
"1370"	"JQ730682"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"2010"	China	
"1371"	"JQ647510"	"Rabies lyssavirus"	11924	"GenBank"	"Equus asinus"	"2011"	China	
"1372"	"JQ423952"	"Rabies lyssavirus"	11924	"GenBank"	"Equus caballus"	"2011"	China	
"1373"	"JN609295"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2008"	China	
"1374"	"JN234411"	"Rabies lyssavirus"	11925	"GenBank"	"Canis lupus familiaris"	"1931"	China	
"1375"	"HQ317918"	"Rabies lyssavirus"	11925	"GenBank"	"Homo sapiens"	"1956"	China	
"1376"	"HQ450385"	"Rabies lyssavirus"	11924	"GenBank"	"Canis lupus familiaris"	"2008"	China	
"1377"	"GU647092"	"Rabies lyssavirus"	11922	"GenBank"	"Melogale moschata"	"2008"	China	
"1378"	"FJ913470"	"Rabies lyssavirus"	11932	"GenBank"	""	"2007"	China	
"1379"	"FJ712193"	"Rabies lyssavirus"	11925	"GenBank"	"Canis lupus familiaris"	"2008"	China	
"1380"	"FJ712194"	"Rabies lyssavirus"	11925	"GenBank"	"Canis lupus familiaris"	"2008"	China	
"1381"	"FJ712195"	"Rabies lyssavirus"	11923	"GenBank"	"Melogale moschata"	"2008"	China	
"1382"	"FJ712196"	"Rabies lyssavirus"	11923	"GenBank"	"Melogale moschata"	"2008"	China	
"1383"	"FJ577895"	"Rabies lyssavirus"	11924	"GenBank"	""	""	China	
"1384"	"EU549783"	"Rabies lyssavirus"	11924	"GenBank"	""	""	China	
"1385"	"MG458305"	"Rabies lyssavirus"	11923	"GenBank"	"Chiroptera"	""	Chile	
"1386"	"KX148240"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1990"	Chad	
"1387"	"KX148241"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1996"	Chad	
"1388"	"KF977826"	"Rabies lyssavirus"	11923	"GenBank"	"Homo sapiens"	"2011"	Central African Republic	 Bangui
"1389"	"KX148208"	"Rabies lyssavirus"	11802	"GenBank"	"Canis lupus familiaris"	"1992"	Central African Republic	
"1390"	"MF143237"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 Waweig, Charlotte, NB
"1391"	"MF143241"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 Waweig, Charlotte, NB
"1392"	"MF143245"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 Waweig, Charlotte, NB
"1393"	"MF143246"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 Waweig, Charlotte, NB
"1394"	"MF143234"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2002"	Canada	 Valley Road, Charlotte, NB
"1395"	"MF143247"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 Valley Road, Charlotte, NB
"1396"	"MF143363"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2008"	Canada	 Sutton, Brome-Missisquoi, QC
"1397"	"MF143356"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Stanbridge Station, Brome-Missisquoi, QC
"1398"	"MF143350"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Stanbridge East, Brome-Missisquoi, QC
"1399"	"MF143224"	"Rabies lyssavirus"	11939	"GenBank"	"Mephitidae"	"2000"	Canada	 St. Stephen, Charlotte, NB
"1400"	"MF143225"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2000"	Canada	 St. Stephen, Charlotte, NB
"1401"	"MF143226"	"Rabies lyssavirus"	11939	"GenBank"	"Mephitidae"	"2000"	Canada	 St. Stephen, Charlotte, NB
"1402"	"MF143228"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2001"	Canada	 St. Stephen, Charlotte, NB
"1403"	"MF143229"	"Rabies lyssavirus"	11939	"GenBank"	"Mephitidae"	"2001"	Canada	 St. Stephen, Charlotte, NB
"1404"	"MF143233"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2001"	Canada	 St. Stephen, Charlotte, NB
"1405"	"MF143235"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2014"	Canada	 St. Stephen, Charlotte, NB
"1406"	"MF143239"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 St. Stephen, Charlotte, NB
"1407"	"MF143243"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 St. Stephen, Charlotte, NB
"1408"	"MF143227"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2000"	Canada	 St. George, Charlotte, NB
"1409"	"MF143248"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 St. Andrews, Charlotte, NB
"1410"	"MF143249"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 St. Andrews, Charlotte, NB
"1411"	"MF143277"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 St Regis, Akwesasne Reservation, QC
"1412"	"MF143368"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2008"	Canada	 Sainte-Sabine, Brome-Missisquoi, QC
"1413"	"MF143355"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Sainte-Anne-de-Sabrevois, Le Haut-Richelieu, QC
"1414"	"MF143367"	"Rabies lyssavirus"	11939	"GenBank"	"Mephitidae"	"2008"	Canada	 Sainte-Anne-de-Sabrevois, Le Haut-Richelieu, QC
"1415"	"MF143266"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-S_bastien, Brome-Missisquoi, QC
"1416"	"MF143352"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-S_bastien, Brome-Missisquoi, QC
"1417"	"MF143264"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-Pierre-de-Veronne-a-Pike-River, Brome-Missisquoi, QC
"1418"	"MF143265"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-Pierre-de-Veronne-a-Pike-River, Brome-Missisquoi, QC
"1419"	"MF143269"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-Pierre-de-Veronne-a-Pike-River, Brome-Missisquoi, QC
"1420"	"MF143349"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-Pierre-de-Veronne-a-Pike-River, Brome-Missisquoi, QC
"1421"	"MF143357"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-Jean-sur-Richelieu, Le Haut-Richelieu, QC
"1422"	"MF143359"	"Rabies lyssavirus"	11939	"GenBank"	"Vulpes vulpes"	"2007"	Canada	 Saint-Jean-sur-Richelieu, Le Haut-Richelieu, QC
"1423"	"MF143345"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-Jean-sur-Richelieu, Brome-Missisquoi, QC
"1424"	"MF143346"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-Jean-sur-Richelieu, Brome-Missisquoi, QC
"1425"	"MF143366"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2008"	Canada	 Saint-Georges-de-Clarenceville, Le Haut-Richelieu, QC
"1426"	"MF143371"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2008"	Canada	 Saint-C_saire, Rouville, QC
"1427"	"MF143260"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-Armand, Brome-Missisquoi, QC
"1428"	"MF143262"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-Armand, Brome-Missisquoi, QC
"1429"	"MF143263"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-Armand, Brome-Missisquoi, QC
"1430"	"MF143270"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-Armand, Brome-Missisquoi, QC
"1431"	"MF143347"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-Armand, Brome-Missisquoi, QC
"1432"	"MF143351"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Saint-Armand, Brome-Missisquoi, QC
"1433"	"MF143358"	"Rabies lyssavirus"	11939	"GenBank"	"Mephitidae"	"2007"	Canada	 Saint-Alexandre, Le Haut-Richelieu, QC
"1434"	"MN234016"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1993"	Canada	 Quebec
"1435"	"MN234017"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1996"	Canada	 Quebec
"1436"	"MN234018"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1999"	Canada	 Quebec
"1437"	"MN234019"	"Rabies lyssavirus"	11926	"GenBank"	"Canis lupus familiaris"	"2000"	Canada	 Quebec
"1438"	"MN234020"	"Rabies lyssavirus"	11926	"GenBank"	"Canis lupus familiaris"	"2000"	Canada	 Quebec
"1439"	"MN234021"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2000"	Canada	 Quebec
"1440"	"MN234022"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2001"	Canada	 Quebec
"1441"	"MN234023"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2002"	Canada	 Quebec
"1442"	"MN234024"	"Rabies lyssavirus"	11926	"GenBank"	"Canis lupus familiaris"	"2003"	Canada	 Quebec
"1443"	"MN234025"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2003"	Canada	 Quebec
"1444"	"MN234026"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2003"	Canada	 Quebec
"1445"	"MN234027"	"Rabies lyssavirus"	11926	"GenBank"	"Canis"	"2004"	Canada	 Quebec
"1446"	"MN234028"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2004"	Canada	 Quebec
"1447"	"MN234029"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2004"	Canada	 Quebec
"1448"	"MN234030"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2004"	Canada	 Quebec
"1449"	"MN234031"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2009"	Canada	 Quebec
"1450"	"MN234032"	"Rabies lyssavirus"	11926	"GenBank"	"Canis"	"2009"	Canada	 Quebec
"1451"	"MN234033"	"Rabies lyssavirus"	11926	"GenBank"	"Canis lupus familiaris"	"2009"	Canada	 Quebec
"1452"	"MN234034"	"Rabies lyssavirus"	11926	"GenBank"	"Canis lupus familiaris"	"2009"	Canada	 Quebec
